epoch,batch_loss,train_mse,test_mse
1,1.2128654988482594,0.4035016894340515,0.1045696809887886
5,0.004359671846032143,0.003915787674486637,0.14982792735099792
10,0.0016917157408897765,0.001549311331473291,0.16116902232170105
15,0.0007183749112300575,0.0006623438093811274,0.17149771749973297
20,0.0003837984440906439,0.0003665058175101876,0.17967166006565094
25,0.00024278426599266822,0.0002335544559173286,0.1864565908908844
30,0.00016093750150503183,0.00015695685578975827,0.19321481883525848
35,0.00011541737274001207,0.00011025669664377347,0.19961385428905487
40,8.332970264746109e-05,8.14354934846051e-05,0.206022709608078
