epoch,batch_loss,train_mse,test_mse
1,0.469800285063684,0.0644109696149826,0.05372384563088417
5,0.005820440099341795,0.004841936752200127,0.11692311614751816
10,0.002593724055259372,0.002492971019819379,0.1422218382358551
15,0.002102189802826615,0.0020879285875707865,0.1334507316350937
20,0.0017137209979409818,0.0017157740658149123,0.11840296536684036
25,0.001397737447405234,0.0013732730876654387,0.10448276996612549
30,0.0011438498768256977,0.001110140117816627,0.09597968310117722
35,0.0009686885805422207,0.000910475617274642,0.0943518728017807
40,0.000759686849960417,0.0007464212831109762,0.09763392806053162
