epoch,batch_loss,train_mse,test_mse
1,0.34445162024348974,0.027223937213420868,0.7044492363929749
5,0.0007263557569016344,0.0005269335233606398,0.5743343830108643
10,0.0001896251040027262,0.00017729666433297098,0.5741552114486694
15,0.0001323806701783234,0.00012282213720027357,0.569204568862915
20,9.393747453801692e-05,9.158447210211307e-05,0.5618834495544434
25,7.05946306250273e-05,6.794202636228874e-05,0.5520241260528564
30,5.9898136756741085e-05,5.2091232646489516e-05,0.5438341498374939
35,4.081993127049198e-05,4.206106677884236e-05,0.5330511927604675
40,3.3525472015473774e-05,3.151618875563145e-05,0.5233950614929199
45,2.5070625689785138e-05,2.5682151317596436e-05,0.5138745903968811
50,1.954953033698705e-05,1.8496712073101662e-05,0.5066179633140564
55,1.567751664529519e-05,1.3907079846831039e-05,0.49812668561935425
60,1.1439395551021265e-05,1.0942301742034033e-05,0.4906959533691406
65,9.131603851878586e-06,8.846302080200985e-06,0.48352012038230896
70,7.67130882195488e-06,7.2897937570814975e-06,0.47789138555526733
75,6.896653880735707e-06,6.325010872387793e-06,0.47146743535995483
80,5.648966442514882e-06,5.081050403532572e-06,0.4666218161582947
