epoch,batch_loss,train_mse,test_mse
1,0.27820933896761674,0.10289706289768219,0.17310649156570435
5,0.0033251674702534308,0.002923642285168171,0.26825207471847534
10,0.002047301816324202,0.001881921198219061,0.28607624769210815
15,0.0012875344434108299,0.0012078541330993176,0.2896431088447571
20,0.0006769775892070567,0.0006427813787013292,0.28923937678337097
25,0.0003731876416937806,0.00034222964313812554,0.303419291973114
30,0.00022016828902101575,0.00020727790251839906,0.31074681878089905
35,0.0001607032581187713,0.00016879387840162963,0.3116932213306427
40,8.916186925489455e-05,8.466316648991778e-05,0.29713618755340576
45,5.588298154179938e-05,5.3215855587041005e-05,0.28389981389045715
50,4.171478086881017e-05,3.774989818339236e-05,0.27227118611335754
55,2.75281012223926e-05,2.492374915163964e-05,0.26059067249298096
60,1.9997226865178582e-05,2.05571559490636e-05,0.25274109840393066
65,1.7980367234625963e-05,2.2954784071771428e-05,0.2454463541507721
70,1.4770692080044402e-05,1.3918005606683437e-05,0.23687191307544708
75,1.2387170919772381e-05,1.3378078620007727e-05,0.23245972394943237
80,1.7303328814495428e-05,1.88811663974775e-05,0.2240297496318817
