epoch,batch_loss,train_mse,test_mse
1,0.1146215348635451,0.008008597418665886,0.153217613697052
5,0.0005076357847428881,0.000417312141507864,0.14615611732006073
10,0.0001985449455332855,0.00018737194477580488,0.11456384509801865
15,0.0001350802374417981,0.0001286827609874308,0.09690701961517334
20,0.0001046436110527793,0.00010244220175081864,0.08691850304603577
25,9.796387837468501e-05,8.486660954076797e-05,0.08171296119689941
30,7.746323842638958e-05,7.72738058003597e-05,0.07787874341011047
35,6.931760844963719e-05,6.904027395648882e-05,0.07558523863554001
40,6.634017756823596e-05,6.648159614996985e-05,0.0735110342502594
