epoch,batch_loss,train_mse,test_mse
1,0.7658954253420234,0.23839722573757172,0.19585536420345306
5,0.0012816034250136,0.0010806586360558867,0.0501379631459713
10,0.00023867356776463566,0.00020723266061395407,0.031230095773935318
15,9.543477165152581e-05,8.985923341242597e-05,0.029370957985520363
20,6.873543941310345e-05,6.628564005950466e-05,0.030934279784560204
25,5.8652840607464896e-05,5.2977295126765966e-05,0.032483603805303574
30,4.650791157700951e-05,4.5958429836900905e-05,0.03386547043919563
35,4.0582287908819126e-05,4.13582383771427e-05,0.03450169786810875
40,3.642424468353056e-05,3.684540934045799e-05,0.03488819673657417
