epoch,batch_loss,train_mse,test_mse
1,0.4996605250053108,0.05723228678107262,0.08820360153913498
5,0.002107120668370044,0.0015924017643555999,0.10632867366075516
10,0.00035821461915475084,0.0003385366580914706,0.12165039777755737
15,0.00022405258096114267,0.00022190282470546663,0.1253383606672287
20,0.0001465687496420287,0.00013370109081733972,0.1283629834651947
25,8.225144563311915e-05,7.75896551203914e-05,0.1323007196187973
30,4.8032253630481136e-05,4.540820373222232e-05,0.13598181307315826
35,3.2715055965581996e-05,2.962186226795893e-05,0.13932330906391144
40,2.2320706307255023e-05,2.339013917662669e-05,0.14182007312774658
