epoch,batch_loss,train_mse,test_mse
1,0.24784546660689208,0.02641310729086399,0.37856605648994446
5,0.0007658719662756014,0.0004622918495442718,0.4332573711872101
10,0.00015793220294514098,0.00014572133659385145,0.4263140559196472
15,0.0001230415498587088,0.00011724532669177279,0.42130595445632935
20,0.00010901103367079765,0.00011483254638733342,0.41308125853538513
25,9.253405900940728e-05,8.406070264754817e-05,0.40696048736572266
30,7.804386349072537e-05,7.2496484790463e-05,0.401769757270813
35,6.997536603683748e-05,6.274486077018082e-05,0.39660578966140747
40,5.726906573937203e-05,5.550106652663089e-05,0.3918437063694
45,6.230405163548242e-05,6.901609594933689e-05,0.3851121962070465
50,4.637591812822323e-05,4.356483623269014e-05,0.38345348834991455
55,4.182466559891159e-05,3.909452789230272e-05,0.3801213800907135
60,3.847529730522253e-05,3.4923770726891235e-05,0.3769073188304901
65,3.370096139685931e-05,3.169476258335635e-05,0.3730561435222626
70,3.536017105104223e-05,3.0530067306244746e-05,0.36985084414482117
75,3.3504412595693095e-05,2.9264710974530317e-05,0.36607664823532104
80,3.0291577226867397e-05,2.3949285605340265e-05,0.3616373836994171
