epoch,batch_loss,train_mse,test_mse
1,0.09343942994382815,0.0063218711875379086,0.7778745293617249
5,0.0009416280245204689,0.0009133999119512737,0.6055000424385071
10,0.0005694083201888134,0.000537119631189853,0.3979478180408478
15,0.00037426956987474114,0.0003347368910908699,0.27981558442115784
20,0.0002552940945861337,0.0002484609722159803,0.2579946219921112
25,0.00018608247955853585,0.0001788598601706326,0.2498936504125595
30,0.00013351882967072015,0.00012557407899294049,0.24651016294956207
35,9.105384731356025e-05,9.087946091312915e-05,0.2458680421113968
40,6.798887670811382e-05,6.896011473145336e-05,0.2453507035970688
