epoch,batch_loss,train_mse,test_mse
1,0.6607572501525283,0.13742391765117645,0.1821199357509613
5,0.001179132432298502,0.0008631703094579279,0.4255432188510895
10,0.00033304413000223576,0.0003099999448750168,0.45627251267433167
15,0.00016355468187612132,0.00015174018335528672,0.4727787971496582
20,9.973995349810139e-05,9.711144957691431e-05,0.4800490736961365
25,7.934969414691295e-05,7.54444336052984e-05,0.47936418652534485
30,6.261234057092224e-05,6.02376603637822e-05,0.4754660725593567
35,4.9526550981227047e-05,4.8511741624679416e-05,0.4701930582523346
40,4.0474891420672066e-05,3.8937912904657423e-05,0.4652235209941864
